nutzer_id,alter,geschlecht,region,politische_haltung,gewaehlte_partei,wahlfrequenz,wichtigstes_wahlthema,vertrauensmedien,politisches_engagement,parteimitglied,uebereinstimmung_regierung,interessen,gewaehlte_partei_neu
1738,70,männlich,Hamburg,konservativ,Grüne,gelegentlich,Klima,Tagesschau,2,False,0.83,"Sport, Politik, Reisen",AfD
1739,58,männlich,Berlin,liberal,SPD,gelegentlich,Bildung,TikTok,5,True,0.89,"Politik, Essen, Reisen",SPD
1740,48,weiblich,Hessen,konservativ,CDU,gelegentlich,Migration,Spiegel,3,True,0.84,"Reisen, Musik, Politik",FDP
1741,48,weiblich,NRW,zentristisch,AfD,immer,Klima,Spiegel,7,True,0.59,"Sport, Politik, Wirtschaft",SPD
1742,35,weiblich,Sachsen,zentristisch,SPD,immer,Gesundheit,FAZ,10,False,0.07,"Technologie, Bildung, Wirtschaft",CDU
1743,38,männlich,NRW,liberal,,nie,Klima,FAZ,9,False,0.24,"Technologie, Wirtschaft, Musik",SPD
1744,71,weiblich,NRW,zentristisch,CDU,immer,Migration,Facebook-Gruppen,4,False,0.72,"Essen, Wirtschaft, Reisen",FDP
1745,56,weiblich,Hessen,progressiv,Grüne,immer,Gesundheit,Spiegel,5,False,0.86,"Klima, Bildung, Essen",Grüne
1746,54,männlich,Bayern,liberal,,nie,Steuern,YouTube,2,False,0.85,"Essen, Musik, Bildung",FDP
1747,22,männlich,Hamburg,progressiv,,nie,Klima,Telegram,10,False,0.91,"Bildung, Reisen, Sport",Linke
1748,70,weiblich,Bayern,progressiv,FDP,immer,Sicherheit,Spiegel,1,True,0.39,"Essen, Sport, Klima",Grüne
1749,68,weiblich,Hamburg,konservativ,,nie,Migration,FAZ,10,True,0.52,"Sport, Reisen, Technologie",FDP
1750,51,weiblich,NRW,konservativ,AfD,gelegentlich,Gesundheit,Tagesschau,9,True,0.98,"Klima, Musik, Reisen",AfD
1751,38,weiblich,Berlin,zentristisch,Grüne,gelegentlich,Bildung,Facebook-Gruppen,4,True,0.64,"Politik, Essen, Musik",SPD
1752,61,männlich,Hessen,liberal,,nie,Steuern,Tagesschau,10,True,0.99,"Klima, Bildung, Sport",FDP
1753,59,männlich,NRW,progressiv,CDU,immer,Gesundheit,Telegram,5,False,0.82,"Technologie, Sport, Reisen",SPD
1754,39,männlich,Bayern,zentristisch,AfD,immer,Klima,TikTok,9,True,0.09,"Technologie, Wirtschaft, Politik",FDP
1755,29,männlich,Hamburg,zentristisch,Grüne,immer,Gesundheit,Spiegel,2,False,0.91,"Technologie, Sport, Essen",CDU
1756,62,weiblich,Hamburg,liberal,Grüne,immer,Bildung,Telegram,0,False,0.35,"Technologie, Sport, Politik",SPD
1757,33,männlich,Hessen,konservativ,SPD,immer,Migration,Facebook-Gruppen,9,True,0.63,"Sport, Essen, Wirtschaft",FDP
1758,51,männlich,NRW,konservativ,,nie,Bildung,Tagesschau,2,False,0.29,"Politik, Bildung, Sport",CDU
1759,44,männlich,Bayern,progressiv,Grüne,immer,Steuern,Spiegel,7,False,0.29,"Klima, Musik, Politik",Linke
1760,69,weiblich,Berlin,konservativ,CDU,gelegentlich,Sicherheit,TikTok,5,True,0.39,"Technologie, Wirtschaft, Politik",CDU
1761,65,weiblich,NRW,konservativ,SPD,immer,Gesundheit,Tagesschau,7,True,0.18,"Wirtschaft, Reisen, Musik",FDP
1762,59,männlich,Bayern,konservativ,,nie,Sicherheit,FAZ,3,True,0.29,"Klima, Politik, Essen",AfD
1763,38,männlich,Hessen,konservativ,Grüne,gelegentlich,Sicherheit,Spiegel,7,True,0.51,"Sport, Politik, Musik",FDP
1764,74,männlich,Sachsen,zentristisch,,nie,Klima,Telegram,1,False,0.1,"Wirtschaft, Technologie, Essen",FDP
1765,74,weiblich,Hessen,zentristisch,CSU,gelegentlich,Migration,Spiegel,1,False,0.19,"Klima, Sport, Reisen",SPD
1766,23,männlich,Sachsen,liberal,SPD,immer,Migration,TikTok,7,False,0.58,"Bildung, Politik, Essen",FDP
1767,43,weiblich,NRW,konservativ,FDP,immer,Sicherheit,Spiegel,3,True,0.93,"Technologie, Musik, Essen",AfD
1768,18,weiblich,Hessen,liberal,,nie,Migration,YouTube,10,True,0.01,"Klima, Sport, Bildung",Grüne
1769,29,männlich,Bayern,progressiv,,nie,Klima,TikTok,10,False,0.05,"Politik, Reisen, Bildung",Grüne
1770,67,weiblich,Hamburg,zentristisch,,nie,Bildung,TikTok,4,False,0.97,"Musik, Politik, Reisen",FDP
1771,39,weiblich,Berlin,zentristisch,AfD,immer,Gesundheit,Spiegel,8,True,0.19,"Politik, Klima, Musik",SPD
1772,53,männlich,Hamburg,konservativ,CSU,immer,Klima,Tagesschau,5,False,0.43,"Politik, Bildung, Wirtschaft",AfD
1773,53,männlich,NRW,progressiv,SPD,immer,Gesundheit,Tagesschau,0,True,0.18,"Essen, Technologie, Musik",Linke
1774,52,männlich,Hessen,zentristisch,AfD,immer,Migration,FAZ,6,True,0.03,"Politik, Musik, Reisen",CDU
1775,37,weiblich,Sachsen,konservativ,,nie,Gesundheit,FAZ,2,False,0.69,"Reisen, Bildung, Musik",CDU
1776,67,männlich,Hessen,zentristisch,SPD,gelegentlich,Klima,Spiegel,2,False,0.5,"Sport, Politik, Reisen",FDP
1777,72,männlich,Bayern,konservativ,SPD,gelegentlich,Steuern,Tagesschau,7,True,0.91,"Sport, Wirtschaft, Bildung",FDP
1778,74,männlich,Bayern,liberal,SPD,immer,Bildung,TikTok,0,True,0.33,"Politik, Reisen, Sport",FDP
1779,33,weiblich,Hessen,liberal,SPD,immer,Gesundheit,TikTok,3,True,0.03,"Technologie, Musik, Politik",Grüne
1780,33,männlich,Berlin,konservativ,,nie,Klima,TikTok,8,False,0.21,"Essen, Musik, Politik",AfD
1781,72,weiblich,Hessen,progressiv,SPD,immer,Bildung,Facebook-Gruppen,1,False,0.96,"Musik, Wirtschaft, Reisen",Linke
1782,18,weiblich,Hamburg,konservativ,SPD,gelegentlich,Bildung,TikTok,3,True,0.59,"Klima, Wirtschaft, Politik",FDP
1783,20,weiblich,Hessen,liberal,CDU,immer,Sicherheit,Tagesschau,2,False,0.28,"Musik, Sport, Politik",Grüne
1784,33,weiblich,Berlin,konservativ,,nie,Gesundheit,YouTube,2,True,0.58,"Essen, Wirtschaft, Musik",FDP
1785,61,männlich,Hamburg,progressiv,SPD,gelegentlich,Sicherheit,TikTok,3,True,0.91,"Essen, Musik, Klima",Grüne
1786,73,männlich,NRW,konservativ,,nie,Migration,TikTok,6,False,0.06,"Bildung, Klima, Musik",CDU
1787,42,weiblich,Berlin,zentristisch,AfD,immer,Klima,Facebook-Gruppen,7,False,0.59,"Bildung, Wirtschaft, Reisen",CDU
1788,34,männlich,Bayern,zentristisch,,nie,Klima,Telegram,6,True,0.62,"Essen, Politik, Bildung",CDU
1789,51,männlich,Hessen,progressiv,SPD,gelegentlich,Migration,Telegram,2,True,0.31,"Essen, Klima, Wirtschaft",SPD
1790,61,weiblich,Hamburg,liberal,,nie,Klima,Telegram,4,True,0.07,"Technologie, Essen, Sport",Grüne
1791,53,männlich,Hamburg,konservativ,Grüne,immer,Steuern,Facebook-Gruppen,5,False,0.19,"Musik, Bildung, Sport",FDP
1792,38,weiblich,Hessen,liberal,CDU,immer,Steuern,YouTube,3,False,0.57,"Wirtschaft, Bildung, Musik",SPD
1793,28,männlich,Sachsen,progressiv,,nie,Klima,Tagesschau,7,False,0.72,"Essen, Musik, Bildung",Grüne
1794,29,weiblich,NRW,progressiv,,nie,Gesundheit,Tagesschau,4,True,0.8,"Technologie, Wirtschaft, Reisen",SPD
1795,20,männlich,Berlin,konservativ,,nie,Klima,Spiegel,4,False,0.94,"Bildung, Technologie, Klima",FDP
1796,58,männlich,Hamburg,konservativ,SPD,immer,Sicherheit,Facebook-Gruppen,0,True,0.6,"Essen, Sport, Politik",AfD
1797,31,männlich,Bayern,progressiv,,nie,Klima,Telegram,0,False,0.03,"Musik, Bildung, Sport",Grüne
1798,28,weiblich,Hessen,konservativ,,nie,Gesundheit,Facebook-Gruppen,0,True,0.75,"Politik, Sport, Bildung",CDU
1799,27,männlich,Hessen,konservativ,,nie,Gesundheit,Tagesschau,1,False,0.61,"Sport, Politik, Essen",CDU
1800,37,männlich,Berlin,progressiv,AfD,gelegentlich,Migration,Tagesschau,8,False,0.89,"Klima, Reisen, Bildung",Linke
1801,34,männlich,Hamburg,konservativ,SPD,immer,Gesundheit,Facebook-Gruppen,5,True,0.31,"Bildung, Musik, Klima",AfD
1802,41,männlich,Bayern,konservativ,SPD,gelegentlich,Migration,Facebook-Gruppen,5,True,0.29,"Politik, Essen, Bildung",AfD
1803,58,männlich,Sachsen,liberal,Grüne,gelegentlich,Steuern,FAZ,10,True,0.55,"Politik, Klima, Musik",SPD
1804,70,weiblich,Hamburg,progressiv,,nie,Gesundheit,TikTok,2,False,0.52,"Wirtschaft, Sport, Klima",SPD
1805,73,weiblich,Hessen,konservativ,AfD,immer,Klima,Telegram,2,False,0.75,"Politik, Reisen, Technologie",FDP
1806,37,männlich,Hessen,konservativ,SPD,gelegentlich,Gesundheit,Spiegel,2,True,0.94,"Sport, Wirtschaft, Technologie",FDP
1807,35,weiblich,Berlin,konservativ,,nie,Sicherheit,Telegram,0,False,0.29,"Klima, Technologie, Bildung",AfD
1808,60,männlich,Hessen,zentristisch,FDP,immer,Sicherheit,TikTok,8,False,0.16,"Sport, Klima, Technologie",FDP
1809,73,weiblich,Berlin,liberal,FDP,gelegentlich,Gesundheit,TikTok,7,False,0.72,"Wirtschaft, Klima, Musik",Grüne
1810,19,weiblich,Sachsen,progressiv,CDU,immer,Bildung,FAZ,2,True,0.21,"Musik, Sport, Reisen",Grüne
1811,73,weiblich,Berlin,konservativ,Grüne,immer,Klima,Facebook-Gruppen,7,True,0.9,"Wirtschaft, Bildung, Klima",AfD
1812,36,weiblich,Hamburg,progressiv,,nie,Sicherheit,YouTube,10,False,0.71,"Technologie, Politik, Reisen",Linke
1813,64,männlich,NRW,progressiv,,nie,Gesundheit,Tagesschau,3,False,0.69,"Bildung, Essen, Reisen",SPD
1814,66,männlich,Bayern,konservativ,SPD,immer,Gesundheit,Tagesschau,9,False,0.41,"Politik, Sport, Bildung",AfD
1815,27,weiblich,NRW,zentristisch,FDP,gelegentlich,Migration,Facebook-Gruppen,1,False,0.14,"Klima, Musik, Technologie",SPD
1816,46,männlich,Berlin,progressiv,Grüne,immer,Migration,Facebook-Gruppen,4,False,0.74,"Bildung, Musik, Politik",Grüne
1817,30,weiblich,Hamburg,progressiv,CDU,gelegentlich,Bildung,Spiegel,9,False,0.73,"Musik, Technologie, Sport",Grüne
1818,47,männlich,Hessen,zentristisch,SPD,gelegentlich,Bildung,Spiegel,10,True,0.54,"Bildung, Technologie, Politik",CDU
1819,24,weiblich,Bayern,liberal,,nie,Steuern,Facebook-Gruppen,2,False,0.07,"Wirtschaft, Sport, Essen",SPD
1820,57,weiblich,Berlin,konservativ,,nie,Sicherheit,TikTok,2,True,0.73,"Reisen, Sport, Politik",AfD
1821,25,weiblich,NRW,progressiv,,nie,Bildung,FAZ,1,True,0.74,"Essen, Klima, Technologie",Grüne
1822,21,weiblich,Hessen,progressiv,CSU,immer,Klima,Tagesschau,9,True,0.27,"Sport, Reisen, Technologie",SPD
1823,31,männlich,Berlin,liberal,SPD,immer,Bildung,Facebook-Gruppen,9,True,0.27,"Musik, Klima, Sport",Grüne
1824,42,männlich,Bayern,progressiv,SPD,immer,Bildung,FAZ,8,True,0.89,"Wirtschaft, Reisen, Politik",SPD
1825,54,weiblich,Sachsen,progressiv,CDU,immer,Sicherheit,TikTok,5,True,0.5,"Essen, Technologie, Klima",Linke
1826,71,männlich,Bayern,liberal,CDU,immer,Migration,Facebook-Gruppen,6,False,0.3,"Reisen, Politik, Wirtschaft",FDP
1827,29,weiblich,Bayern,zentristisch,FDP,immer,Gesundheit,Facebook-Gruppen,0,False,0.82,"Musik, Bildung, Essen",FDP
1828,67,weiblich,Berlin,zentristisch,Grüne,gelegentlich,Steuern,TikTok,3,True,0.36,"Reisen, Sport, Musik",SPD
1829,22,männlich,Hessen,zentristisch,,nie,Steuern,FAZ,2,False,0.36,"Bildung, Politik, Musik",FDP
1830,53,männlich,Bayern,zentristisch,FDP,immer,Gesundheit,Telegram,5,False,0.64,"Politik, Wirtschaft, Reisen",FDP
1831,30,männlich,Berlin,liberal,CDU,gelegentlich,Bildung,FAZ,6,True,0.56,"Essen, Musik, Politik",Grüne
1832,73,männlich,Bayern,konservativ,Die Linke,gelegentlich,Bildung,Spiegel,9,True,0.32,"Reisen, Bildung, Technologie",FDP
1833,63,männlich,Hamburg,liberal,SPD,immer,Bildung,Facebook-Gruppen,8,True,0.43,"Sport, Politik, Reisen",SPD
1834,56,männlich,Hamburg,progressiv,SPD,immer,Klima,FAZ,7,False,0.09,"Technologie, Klima, Politik",SPD
1835,47,weiblich,Sachsen,konservativ,Grüne,immer,Klima,Tagesschau,0,True,0.16,"Politik, Klima, Technologie",FDP
1836,47,weiblich,Hessen,liberal,,nie,Migration,Facebook-Gruppen,1,False,0.25,"Bildung, Musik, Sport",FDP
1837,26,weiblich,NRW,zentristisch,Die Linke,gelegentlich,Bildung,YouTube,9,True,0.57,"Bildung, Wirtschaft, Klima",CDU
1838,28,weiblich,Hessen,konservativ,,nie,Klima,YouTube,4,False,0.04,"Essen, Reisen, Wirtschaft",AfD
1839,48,männlich,Berlin,konservativ,FDP,gelegentlich,Bildung,Facebook-Gruppen,10,False,0.71,"Musik, Essen, Technologie",CDU
1840,51,männlich,Hessen,progressiv,CDU,immer,Sicherheit,YouTube,7,True,0.28,"Reisen, Bildung, Wirtschaft",SPD
1841,25,männlich,Berlin,konservativ,,nie,Bildung,TikTok,2,True,0.03,"Bildung, Musik, Essen",CDU
1842,47,männlich,Sachsen,liberal,FDP,gelegentlich,Migration,FAZ,4,True,0.28,"Bildung, Musik, Reisen",Grüne
1843,56,weiblich,Berlin,progressiv,Grüne,immer,Klima,Tagesschau,7,False,0.58,"Essen, Wirtschaft, Klima",Grüne
1844,42,weiblich,Hessen,liberal,CDU,immer,Sicherheit,Spiegel,10,False,0.64,"Reisen, Technologie, Wirtschaft",FDP
1845,46,weiblich,Hamburg,zentristisch,Grüne,immer,Steuern,Telegram,7,True,0.1,"Wirtschaft, Reisen, Politik",FDP
1846,33,weiblich,Hessen,progressiv,,nie,Steuern,Facebook-Gruppen,7,True,0.34,"Essen, Technologie, Klima",Linke
1847,35,männlich,Bayern,zentristisch,,nie,Sicherheit,YouTube,8,False,0.91,"Wirtschaft, Technologie, Politik",SPD
1848,21,weiblich,Bayern,liberal,AfD,gelegentlich,Migration,Tagesschau,7,True,0.73,"Wirtschaft, Bildung, Reisen",FDP
1849,70,weiblich,Hessen,konservativ,FDP,immer,Steuern,Facebook-Gruppen,4,False,0.78,"Essen, Musik, Wirtschaft",CDU
1850,22,weiblich,Hessen,liberal,,nie,Migration,Spiegel,5,False,0.69,"Sport, Technologie, Musik",SPD
1851,61,weiblich,Berlin,progressiv,,nie,Gesundheit,Telegram,2,True,0.64,"Reisen, Sport, Wirtschaft",SPD
1852,65,weiblich,Berlin,zentristisch,Die Linke,gelegentlich,Migration,Telegram,2,True,0.51,"Wirtschaft, Bildung, Technologie",CDU
1853,22,männlich,Hamburg,konservativ,SPD,gelegentlich,Bildung,TikTok,9,False,0.71,"Klima, Technologie, Wirtschaft",FDP
1854,38,weiblich,NRW,konservativ,SPD,immer,Gesundheit,Tagesschau,3,True,0.61,"Wirtschaft, Sport, Politik",FDP
1855,26,männlich,Hamburg,zentristisch,CSU,immer,Bildung,FAZ,10,True,0.3,"Sport, Klima, Essen",SPD
1856,71,männlich,Hessen,liberal,Grüne,immer,Migration,TikTok,0,True,0.2,"Politik, Bildung, Musik",Grüne
1857,74,männlich,Hamburg,progressiv,CDU,gelegentlich,Gesundheit,Spiegel,7,False,0.53,"Sport, Essen, Technologie",SPD
1858,70,weiblich,Bayern,liberal,SPD,immer,Gesundheit,TikTok,0,True,0.76,"Musik, Technologie, Sport",FDP
1859,73,weiblich,Hamburg,konservativ,,nie,Migration,Telegram,3,True,0.23,"Klima, Wirtschaft, Reisen",AfD
1860,29,männlich,Sachsen,konservativ,FDP,immer,Bildung,YouTube,5,True,0.49,"Technologie, Klima, Sport",CDU
1861,56,männlich,NRW,zentristisch,SPD,immer,Migration,TikTok,1,False,0.3,"Technologie, Bildung, Essen",CDU
1862,67,männlich,Bayern,zentristisch,,nie,Bildung,Telegram,4,True,0.1,"Bildung, Politik, Technologie",FDP
1863,33,weiblich,Berlin,zentristisch,CSU,immer,Klima,FAZ,8,False,0.33,"Essen, Bildung, Politik",FDP
1864,58,weiblich,NRW,progressiv,CDU,gelegentlich,Bildung,YouTube,9,True,0.34,"Politik, Technologie, Musik",Grüne
1865,46,männlich,Berlin,liberal,SPD,gelegentlich,Migration,FAZ,5,False,0.62,"Reisen, Sport, Klima",FDP
1866,47,weiblich,Hamburg,liberal,,nie,Bildung,Facebook-Gruppen,1,True,0.76,"Bildung, Essen, Politik",FDP
1867,34,weiblich,Bayern,zentristisch,,nie,Sicherheit,Facebook-Gruppen,5,True,0.11,"Wirtschaft, Politik, Klima",SPD
1868,69,männlich,Bayern,konservativ,SPD,immer,Sicherheit,YouTube,7,False,0.67,"Essen, Reisen, Klima",FDP
1869,48,weiblich,Hessen,progressiv,CDU,immer,Sicherheit,FAZ,9,True,0.64,"Sport, Technologie, Wirtschaft",Grüne
1870,55,weiblich,Hamburg,progressiv,SPD,gelegentlich,Sicherheit,YouTube,7,False,1.0,"Politik, Wirtschaft, Sport",Linke
1871,52,männlich,Berlin,progressiv,AfD,gelegentlich,Steuern,YouTube,7,True,0.45,"Klima, Essen, Politik",Linke
1872,60,weiblich,Hamburg,liberal,Grüne,gelegentlich,Bildung,Telegram,3,True,0.9,"Sport, Essen, Klima",FDP
1873,63,männlich,Berlin,zentristisch,SPD,immer,Bildung,Tagesschau,10,True,0.89,"Essen, Musik, Wirtschaft",SPD
1874,58,männlich,Hamburg,progressiv,Grüne,immer,Sicherheit,Spiegel,4,True,0.97,"Klima, Musik, Politik",Linke
1875,68,männlich,NRW,zentristisch,,nie,Gesundheit,Telegram,6,True,0.52,"Sport, Klima, Bildung",FDP
1876,57,weiblich,Berlin,liberal,SPD,immer,Sicherheit,Spiegel,9,True,0.97,"Klima, Technologie, Sport",SPD
1877,18,männlich,NRW,konservativ,,nie,Sicherheit,Telegram,2,True,0.47,"Technologie, Klima, Musik",FDP
1878,23,männlich,Sachsen,zentristisch,,nie,Steuern,Spiegel,2,False,0.06,"Bildung, Politik, Musik",FDP
1879,44,männlich,Berlin,progressiv,SPD,immer,Klima,Tagesschau,2,True,0.06,"Wirtschaft, Politik, Klima",SPD
1880,74,weiblich,Hamburg,liberal,Grüne,gelegentlich,Klima,FAZ,5,True,0.5,"Technologie, Politik, Sport",SPD
1881,71,weiblich,Sachsen,konservativ,CDU,immer,Steuern,Facebook-Gruppen,0,True,0.22,"Wirtschaft, Sport, Technologie",CDU
1882,29,männlich,Berlin,konservativ,SPD,gelegentlich,Steuern,Facebook-Gruppen,4,True,0.78,"Technologie, Bildung, Essen",FDP
1883,25,männlich,Hamburg,konservativ,,nie,Sicherheit,Telegram,1,False,0.16,"Essen, Klima, Bildung",FDP
1884,47,weiblich,Sachsen,liberal,,nie,Steuern,YouTube,0,True,0.1,"Bildung, Politik, Sport",SPD
1885,58,männlich,Berlin,konservativ,,nie,Klima,FAZ,6,True,0.78,"Klima, Politik, Technologie",CDU
1886,20,weiblich,NRW,konservativ,,nie,Gesundheit,TikTok,8,True,0.1,"Reisen, Bildung, Wirtschaft",AfD
1887,48,männlich,Hamburg,liberal,SPD,immer,Gesundheit,Spiegel,4,False,0.6,"Politik, Sport, Bildung",FDP
1888,45,weiblich,Bayern,liberal,SPD,immer,Steuern,TikTok,3,False,0.13,"Wirtschaft, Musik, Technologie",Grüne
1889,25,männlich,Hessen,progressiv,SPD,immer,Gesundheit,TikTok,4,True,0.15,"Technologie, Wirtschaft, Politik",Grüne
1890,60,weiblich,Hessen,liberal,,nie,Migration,Telegram,6,False,0.79,"Musik, Wirtschaft, Technologie",SPD
1891,71,weiblich,Berlin,liberal,SPD,gelegentlich,Bildung,Tagesschau,6,True,0.49,"Politik, Klima, Essen",SPD
1892,74,männlich,Sachsen,liberal,SPD,immer,Sicherheit,Facebook-Gruppen,3,False,0.99,"Klima, Politik, Reisen",SPD
1893,34,weiblich,Bayern,liberal,SPD,immer,Migration,Spiegel,6,False,0.23,"Bildung, Essen, Musik",SPD
1894,74,männlich,Bayern,konservativ,CDU,immer,Sicherheit,Spiegel,1,True,0.03,"Reisen, Essen, Politik",AfD
1895,18,männlich,Hamburg,zentristisch,SPD,immer,Sicherheit,Facebook-Gruppen,6,True,0.03,"Wirtschaft, Essen, Musik",SPD
1896,52,männlich,Hessen,progressiv,,nie,Klima,Tagesschau,4,True,0.59,"Reisen, Wirtschaft, Technologie",SPD
1897,64,männlich,Sachsen,progressiv,Grüne,gelegentlich,Sicherheit,Spiegel,9,True,0.14,"Essen, Reisen, Bildung",Linke
1898,70,männlich,Berlin,liberal,AfD,immer,Gesundheit,YouTube,8,True,0.14,"Reisen, Wirtschaft, Technologie",SPD
1899,36,weiblich,Hessen,liberal,CSU,immer,Bildung,Tagesschau,5,False,0.75,"Politik, Klima, Technologie",FDP
1900,57,weiblich,Berlin,konservativ,CDU,immer,Bildung,YouTube,10,True,0.85,"Musik, Essen, Sport",FDP
1901,37,männlich,NRW,zentristisch,,nie,Klima,TikTok,1,False,0.97,"Sport, Wirtschaft, Essen",CDU
1902,29,weiblich,Sachsen,progressiv,FDP,gelegentlich,Bildung,Tagesschau,4,True,0.45,"Bildung, Essen, Politik",Linke
1903,52,weiblich,Hamburg,liberal,,nie,Bildung,Telegram,3,False,0.03,"Musik, Essen, Wirtschaft",SPD
1904,44,männlich,Hamburg,konservativ,Grüne,immer,Klima,TikTok,1,False,0.02,"Sport, Musik, Wirtschaft",FDP
1905,49,weiblich,Berlin,progressiv,Grüne,gelegentlich,Steuern,Spiegel,6,True,0.64,"Musik, Bildung, Sport",Grüne
1906,31,männlich,Hessen,progressiv,CDU,immer,Bildung,Spiegel,5,False,0.15,"Sport, Politik, Bildung",SPD
1907,61,weiblich,Hamburg,liberal,Grüne,immer,Bildung,Facebook-Gruppen,4,False,0.04,"Bildung, Politik, Sport",Grüne
1908,40,männlich,NRW,zentristisch,Grüne,immer,Sicherheit,TikTok,7,True,0.89,"Politik, Musik, Reisen",SPD
1909,62,weiblich,NRW,liberal,,nie,Bildung,YouTube,10,False,0.95,"Sport, Reisen, Klima",FDP
1910,32,weiblich,NRW,liberal,FDP,immer,Migration,YouTube,7,False,0.15,"Wirtschaft, Technologie, Politik",FDP
1911,18,männlich,Hamburg,zentristisch,CDU,gelegentlich,Gesundheit,TikTok,1,False,0.2,"Essen, Musik, Klima",FDP
1912,27,weiblich,Hamburg,progressiv,CDU,immer,Klima,Spiegel,1,False,0.39,"Sport, Reisen, Essen",Linke
1913,63,weiblich,Hamburg,zentristisch,FDP,immer,Migration,YouTube,10,True,0.69,"Reisen, Technologie, Essen",SPD
1914,53,männlich,Sachsen,konservativ,CDU,immer,Klima,Spiegel,4,False,0.41,"Sport, Essen, Wirtschaft",AfD
1915,45,weiblich,NRW,zentristisch,CSU,immer,Gesundheit,Tagesschau,5,True,0.17,"Technologie, Politik, Klima",CDU
1916,38,männlich,Hessen,zentristisch,CDU,immer,Steuern,TikTok,3,True,0.86,"Politik, Sport, Wirtschaft",CDU
1917,62,weiblich,Berlin,zentristisch,Die Linke,immer,Bildung,Facebook-Gruppen,5,False,0.06,"Essen, Sport, Wirtschaft",SPD
1918,25,weiblich,Hessen,progressiv,,nie,Bildung,YouTube,6,False,0.88,"Klima, Politik, Musik",SPD
1919,59,weiblich,Hamburg,konservativ,CSU,immer,Sicherheit,YouTube,8,True,0.35,"Klima, Reisen, Wirtschaft",AfD
1920,25,weiblich,NRW,progressiv,FDP,immer,Gesundheit,FAZ,1,False,0.29,"Klima, Politik, Bildung",Linke
1921,66,weiblich,Berlin,konservativ,CDU,immer,Klima,FAZ,8,False,0.78,"Essen, Bildung, Politik",AfD
1922,44,weiblich,Bayern,liberal,CDU,gelegentlich,Migration,YouTube,9,True,0.34,"Bildung, Politik, Musik",Grüne
1923,71,weiblich,NRW,liberal,CDU,immer,Bildung,Spiegel,7,False,0.5,"Essen, Klima, Wirtschaft",SPD
1924,19,männlich,Berlin,liberal,FDP,gelegentlich,Bildung,FAZ,2,False,0.32,"Klima, Technologie, Sport",FDP
1925,30,weiblich,Hessen,liberal,,nie,Gesundheit,Telegram,8,True,0.9,"Essen, Wirtschaft, Sport",SPD
1926,59,männlich,Berlin,konservativ,CDU,immer,Sicherheit,TikTok,2,False,0.19,"Klima, Essen, Sport",FDP
1927,74,weiblich,Sachsen,liberal,FDP,immer,Steuern,Spiegel,2,True,0.62,"Politik, Musik, Technologie",SPD
1928,58,männlich,Hamburg,progressiv,Grüne,immer,Gesundheit,Telegram,3,False,0.13,"Klima, Politik, Essen",SPD
1929,48,männlich,Bayern,zentristisch,,nie,Sicherheit,Tagesschau,7,False,0.83,"Essen, Sport, Wirtschaft",SPD
1930,64,männlich,Berlin,progressiv,Grüne,immer,Steuern,Facebook-Gruppen,1,False,0.17,"Musik, Politik, Essen",Grüne
1931,65,männlich,Hamburg,liberal,Grüne,immer,Gesundheit,TikTok,2,True,0.03,"Politik, Essen, Technologie",FDP
1932,48,weiblich,Hamburg,liberal,Grüne,gelegentlich,Bildung,FAZ,7,False,0.02,"Reisen, Essen, Wirtschaft",Grüne
1933,38,weiblich,Hessen,zentristisch,CDU,immer,Steuern,Tagesschau,1,True,0.3,"Essen, Musik, Reisen",SPD
1934,64,männlich,Hessen,zentristisch,AfD,immer,Bildung,TikTok,3,True,0.72,"Politik, Reisen, Musik",FDP
1935,45,männlich,NRW,konservativ,CDU,immer,Klima,FAZ,3,False,0.58,"Bildung, Technologie, Reisen",AfD
1936,71,männlich,NRW,konservativ,,nie,Steuern,Telegram,2,False,0.07,"Essen, Bildung, Musik",FDP
1937,24,weiblich,Sachsen,zentristisch,AfD,gelegentlich,Migration,TikTok,0,True,0.26,"Bildung, Klima, Sport",SPD
1938,68,weiblich,Sachsen,konservativ,CDU,immer,Migration,Facebook-Gruppen,9,False,0.46,"Reisen, Sport, Technologie",AfD
1939,75,männlich,Bayern,liberal,Grüne,immer,Bildung,TikTok,7,True,0.22,"Technologie, Klima, Sport",Grüne
1940,54,männlich,Hessen,liberal,FDP,gelegentlich,Sicherheit,Facebook-Gruppen,7,False,0.9,"Technologie, Wirtschaft, Reisen",Grüne
1941,31,männlich,Hamburg,konservativ,AfD,immer,Bildung,Facebook-Gruppen,4,True,0.65,"Reisen, Technologie, Bildung",CDU
1942,46,männlich,Hessen,liberal,,nie,Klima,Tagesschau,6,True,0.05,"Sport, Bildung, Essen",Grüne
